pricing_url,SubModel,Current price,COE,Road tax,OMV,ARF,VES,EEAI,spec_url,Model,Engine Type,Battery Type,Fuel Type,Drive Type,Transmission,Power,Torque,Acceleration,Top Speed,Vehicle Type,Seating Capacity,Dimensions (L x W x H),Wheelbase,Min Turning Radius,Kerb Weight,Boot/Cargo Capacity,Battery Capacity,Drive Range,Energy Consumption,AC Max Charging Rate,AC Charging Time,DC Max Charging Rate,DC Charging Time,Suspension (Front),Suspension (Rear),Brakes (Front),Brakes (Rear),Rim Size
https://www.sgcarmart.com/new-cars/info/21953/farizon-supervan-electric/pricing,5.5HR 83 kWh,"$75,000
(w/o COE)","$91,545 (Category C COE)",-,-,- (After VES & EEAI rebates),"$15,000 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21953/farizon-supervan-electric/specs,Farizon SuperVan Electric 5.5HR 83 kWh (A),Electric Motor,unknown,Electric,Front-wheel drive,Single-Speed (A),170 kW (228 bhp),336 Nm,unknown,135 km/h,Commercial,3,5490 x 1980 x 2500 mm,"3,600 mm","7,000 mm","2,320 kg",11220 L,83 kWh,319 km,3.9 km/kWh,11 kW,9 h,140 kW,0.6 h,MacPherson Strut,Leaf Spring,Disc,Disc,"16 """
https://www.sgcarmart.com/new-cars/info/21953/farizon-supervan-electric/pricing,6HR 106 kWh,"$85,000
(w/o COE)","$91,545 (Category C COE)",-,-,- (After VES & EEAI rebates),"$15,000 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21953/farizon-supervan-electric/specs,Farizon SuperVan Electric 5.5HR 83 kWh (A),Electric Motor,unknown,Electric,Front-wheel drive,Single-Speed (A),170 kW (228 bhp),336 Nm,unknown,135 km/h,Commercial,3,5995 x 1980 x 2500 mm,"3,850 mm","7,350 mm","2,425 kg",13000 L,106 kWh,359 km,3.4 km/kWh,11 kW,8 h,120 kW,0.7 h,MacPherson Strut,Leaf Spring,Disc,Disc,"16 """
https://www.sgcarmart.com/new-cars/info/21978/mercedes-benz-ecitan-electric/pricing,45 kWh,"$154,988","$91,545 (Category C COE)",-,-,- (After VES & EEAI rebates),"$15,000 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21978/mercedes-benz-ecitan-electric/specs,Mercedes-Benz eCitan Electric 45 kWh (A),Electric Motor,Lithium-ion,Electric,Front-wheel drive,Single-speed (A),90 kW (121 bhp),245 Nm,14 s (0-100 km/h),132 km/h,Commercial,2,4922 x 1859 x 1830 mm,"3,100 mm","6,600 mm","1,800 kg",4200 L,45 kWh,300 km,5.7 km/kWh,22 kW,2.5 h,75 kW,0.6 h,Coil Spring and Damper with Antiroll/Stability Bar,Coil Spring and Damper with Antiroll/Stability Bar,Disc,Disc,"16 """
https://www.sgcarmart.com/new-cars/info/21889/mini-countryman-electric/pricing,E 66.5 kWh,"$288,888","$129,910 (Category B COE)","$1,795 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21889/mini-countryman-electric/specs,MINI Countryman Electric E 66.5 kWh (A),Single Electric Motor,Lithium-ion,Electric,Front-wheel drive,Single-speed (A),150 kW (201 bhp),250 Nm,8.6 s (0-100 km/h),170 km/h,SUV,5,4445 x 1843 x 1635 mm,"2,692 mm","5,800 mm","1,865 kg",460 - 1450 L,66.5 kWh,462 km,5.7 km/kWh,11 kW,6.25 h,130 kW,0.5 h,Unknown,Unknown,Ventilated disc,Ventilated disc,"18 """
https://www.sgcarmart.com/new-cars/info/21889/mini-countryman-electric/pricing,SE ALL4 66.5 kWh,"$306,888","$129,910 (Category B COE)","$3,867 /yr","$45,596","$28,632 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21889/mini-countryman-electric/specs,MINI Countryman Electric E 66.5 kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,Single-speed (A),230 kW (308 bhp),494 Nm,5.6 s (0-100 km/h),180 km/h,SUV,5,4445 x 1843 x 1635 mm,"2,692 mm","5,800 mm","2,000 kg",460 - 1450 L,66.5 kWh,433 km,5.4 km/kWh,11 kW,6.25 h,130 kW,0.5 h,Unknown,Unknown,Ventilated disc,Ventilated disc,"20 """
https://www.sgcarmart.com/new-cars/info/21857/smart-1-electric/pricing,Pro+ CORE 66 kWh,"$202,000","$123,890 (Category A COE)","$1,560 /yr","$30,500","$4,700 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21857/smart-1-electric/specs,smart #1 electric Brabus 66 kWh (A),Single Electric Motor,Lithium Nickel Manganese Cobalt Oxides,Electric,Rear-wheel drive,Single-speed (A),110 kW (148 bhp),343 Nm,9 s (0-100 km/h),180 km/h,SUV,5,4270 x 1822 x 1636 mm,"2,750 mm","5,500 mm","1,788 kg",323 L,66 kWh,420 km,5.7 km/kWh,7.4 kW,7.5 h,150 kW,0.5 h,MacPherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"19 """
https://www.sgcarmart.com/new-cars/info/21857/smart-1-electric/pricing,Pro+ 66 kWh,"$230,000","$129,910 (Category B COE)","$2,088 /yr","$43,891","$25,393 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21857/smart-1-electric/specs,smart #1 electric Brabus 66 kWh (A),Single Electric Motor,Lithium Nickel Manganese Cobalt Oxides,Electric,Rear-wheel drive,Single-speed (A),200 kW (268 bhp),343 Nm,6.7 s (0-100 km/h),180 km/h,SUV,5,4270 x 1822 x 1636 mm,"2,750 mm","5,500 mm","1,788 kg",323 L,66 kWh,420 km,5.7 km/kWh,7.4 kW,7.5 h,150 kW,0.5 h,MacPherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"19 """
https://www.sgcarmart.com/new-cars/info/21857/smart-1-electric/pricing,Brabus 66 kWh,"$268,000","$129,910 (Category B COE)","$4,415 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21857/smart-1-electric/specs,smart #1 electric Brabus 66 kWh (A),Dual Electric Motors,Lithium Nickel Manganese Cobalt Oxides,Electric,All-wheel drive,Single-speed (A),315 kW (422 bhp),543 Nm,3.9 s (0-100 km/h),180 km/h,SUV,5,4300 x 1822 x 1636 mm,"2,750 mm","5,500 mm","1,900 kg",313 L,66 kWh,400 km,5.5 km/kWh,22 kW,3 h,130 kW,0.5 h,MacPherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"19 """
https://www.sgcarmart.com/new-cars/info/21652/lexus-rz-electric/pricing,"350e Pure Electric 74.7 kWh
FACELIFT","$353,800","$129,910 (Category B COE)","$1,883 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21652/lexus-rz-electric/specs,Lexus RZ Electric 350e Pure Electric 74.7 kWh (A),Single Electric Motor,Lithium-ion,Electric,Front-wheel drive,Single-speed (A),165 kW (221 bhp),269 Nm,7.5 s (0-100 km/h),160 km/h,SUV,5,4805 x 1895 x 1635 mm,"2,850 mm","5,600 mm","2,040 kg",522 L,74.7 kWh,509 km,6.2 km/kWh,22 kW,4.5 h,,0.5 h,MacPherson Strut,Double Wishbone,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/22105/volvo-es90-electric/pricing,Plus 92 kWh,"$360,000","$129,910 (Category B COE)","$3,320 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/22105/volvo-es90-electric/specs,Volvo ES90 Electric Plus 92 kWh (A),Single Electric Motor,Lithium-Ion,Electric,Rear-wheel drive,Single-speed (A),245 kW (329 bhp),480 Nm,6.6 s (0-100 km/h),180 km/h,Luxury,5,5000 x 1942 x 1546 mm,"3,102 mm","6,100 mm","2,335 kg",424 L,92 kWh,661 km,5.4 km/kWh,11 kW,10 h,310 kW,0.4 h,Double Wishbone,Integral Link,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/22105/volvo-es90-electric/pricing,Ultra 92 kWh,"$400,000","$129,910 (Category B COE)","$3,320 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/22105/volvo-es90-electric/specs,Volvo ES90 Electric Plus 92 kWh (A),Single Electric Motor,Lithium-Ion,Electric,Rear-wheel drive,Single-speed (A),245 kW (329 bhp),480 Nm,6.6 s (0-100 km/h),180 km/h,Luxury,5,5000 x 1942 x 1546 mm,"3,102 mm","6,100 mm","2,335 kg",424 L,92 kWh,661 km,5.4 km/kWh,11 kW,10 h,310 kW,0.4 h,Double Wishbone,Integral Link,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/21981/cupra-born-electric/pricing,e-Boost 59 kWh,"$216,900","$129,910 (Category B COE)","$1,912 /yr","$34,500","$10,300 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21981/cupra-born-electric/specs,CUPRA Born Electric e-Boost 59 kWh (A),Electric Motor,Lithium-ion,Electric,Rear-wheel drive,Single-speed (A),170 kW (228 bhp),310 Nm,6.7 s (0-100 km/h),160 km/h,Hatchback,5,4322 x 1809 x 1540 mm,"2,766 mm","5,075 mm","1,841 kg",385 L,59 kWh,428 km,5.7 km/kWh,11 kW,6.5 h,165 kW,0.4 h,Mcpherson Strut,Multi-Link,Disc,Drum,"20 """
https://www.sgcarmart.com/new-cars/info/21956/maxus-edeliver-5-electric/pricing,64 kWh,"$144,000","$91,545 (Category C COE)",-,-,- (After VES & EEAI rebates),"$15,000 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21956/maxus-edeliver-5-electric/specs,Maxus eDeliver 5 Electric 64 kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Front-wheel drive,Single-speed (A),120 kW (161 bhp),240 Nm,10.7 s (0-100 km/h),120 km/h,Commercial,3,4800 x 1874 x 1960 mm,"3,100 mm","6,050 mm","1,780 kg",6600 L,64 kWh,339 km,4.8 km/kWh,11 kW,7 h,70 kW,0.7 h,MacPherson,Leaf Spring,Disc,Disc,"16 """
https://www.sgcarmart.com/new-cars/info/21956/maxus-edeliver-5-electric/pricing,High Roof 64 kWh,"$157,500","$91,545 (Category C COE)",-,-,- (After VES & EEAI rebates),"$15,000 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21956/maxus-edeliver-5-electric/specs,Maxus eDeliver 5 Electric 64 kWh (A),Single Electric Motor,Lithium Iron Phosphate,Electric,Front-wheel drive,Single-speed (A),120 kW (161 bhp),240 Nm,10.9 s (0-100 km/h),120 km/h,Commercial,14,5250 x 1874 x 2180 mm,"3,450 mm","6,400 mm","1,940 kg",unknown,64 kWh,301 km,4.2 km/kWh,11 kW,7 h,70 kW,0.7 h,MacPherson,Leaf Spring,Disc,Disc,"16 """
https://www.sgcarmart.com/new-cars/info/21486/foton-iblue-v6-electric/pricing,50.23 kWh,"$69,800
(w/o COE)","$91,545 (Category C COE)",-,-,- (After VES & EEAI rebates),"$30,000 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21486/foton-iblue-v6-electric/specs,Foton Iblue V6 Electric 50.23 kWh (A),Permanent Magnet Synchronous Motor,CATL Lithium Iron Phosphate,Electric,Rear-wheel drive,Single-speed (A),85 kW (114 bhp),290 Nm,14 s (0-100 km/h),100 km/h,Commercial,2,5320 x 1695 x 1990 mm,"3,050 mm","6,300 mm","1,990 kg",7000 L,50.23 kWh,195 km,4.1 km/kWh,,8 h,,1.33 h,Double wishbone torsion bar,Leaf spring,Disc,Drum,"15 """
https://www.sgcarmart.com/new-cars/info/21628/mercedes-benz-eqe-electric/pricing,EQE 300 Electric Art 89 kWh,"$380,888","$129,910 (Category B COE)","$1,971 /yr","$71,539","$84,848 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21628/mercedes-benz-eqe-electric/specs,Mercedes-Benz EQE Electric EQE 300 Electric Art 89 kWh (A),Electric Motor,Lithium-ion,Electric,Rear-wheel drive,Single-speed (A),180 kW (241 bhp),550 Nm,7.3 s (0-100 km/h),210 km/h,Luxury,5,4964 x 1906 x 1503 mm,"3,120 mm",unknown,"2,465 kg",unknown,89 kWh,635 km,4.8 km/kWh,11 kW,,170 kW,,Comfort suspension,Comfort suspension,Ventilated disc,Ventilated disc,"20 """
https://www.sgcarmart.com/new-cars/info/21726/byd-dolphin-electric/pricing,Premium 60.5 kWh,"$183,388","$123,890 (Category A COE)","$1,496 /yr","$29,000","$2,600 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21726/byd-dolphin-electric/specs,BYD Dolphin Electric Premium 60.5 kWh (A),Electric Motor,BYD Blade Battery,Electric,Front-wheel drive,Single-speed (A),99 kW (133 bhp),310 Nm,9.3 s (0-100 km/h),unknown,Hatchback,5,4290 x 1770 x 1570 mm,"2,700 mm",unknown,unknown,unknown,60.48 kWh,427 km,6.3 km/kWh,7 kW,6.5 h,80 kW,1.1 h,Macpherson Strut,Multi-Link,Ventilated Disc,Disc,"17 """
https://www.sgcarmart.com/new-cars/info/21834/seres-3-electric/pricing,Classic [99kW] 54 kWh,"$172,800","$123,890 (Category A COE)","$1,496 /yr","$29,800","$3,720 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21834/seres-3-electric/specs,Seres 3 Electric Classic [99kW] 54 kWh (A),Single Electric Motor,Ternary Lithium,Electric,Front-wheel drive,Single-speed (A),99 kW (133 bhp),195 Nm,8.9 s (0-100 km/h),155 km/h,SUV,5,4385 x 1850 x 1650 mm,"2,655 mm",unknown,"1,765 kg",526 L,54 kWh,334 km,5.6 km/kWh,11 kW,5 h,60 kW,,Macpherson Independent Suspension,Torsion Non-Independent Suspension,Disc,Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21834/seres-3-electric/pricing,Excite [99kW] 54 kWh,"$182,800","$123,890 (Category A COE)","$1,496 /yr","$30,300","$4,420 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21834/seres-3-electric/specs,Seres 3 Electric Classic [99kW] 54 kWh (A),Single Electric Motor,Ternary Lithium,Electric,Front-wheel drive,Single-speed (A),99 kW (133 bhp),195 Nm,8.9 s (0-100 km/h),155 km/h,SUV,5,4385 x 1850 x 1650 mm,"2,655 mm",unknown,"1,765 kg",526 L,54 kWh,334 km,5.6 km/kWh,11 kW,5 h,60 kW,,Macpherson Independent Suspension,Torsion Non-Independent Suspension,Disc,Disc,"18 """
https://www.sgcarmart.com/new-cars/info/21739/polestar-3-electric/pricing,Long Range Dual Motor 111 kWh,POA,"$129,910 (Category B COE)","$5,118 /yr","$82,558","$114,186 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21739/polestar-3-electric/specs,Polestar 3 Electric Long Range Dual Motor 111 kWh (A),Dual electric motor,Lithium-ion,Electric,All-wheel drive,Single-speed (A),360 kW (483 bhp),840 Nm,5 s (0-100 km/h),210 km/h,SUV,5,4900 x 1968 x 1614 mm,"2,985 mm","5,900 mm","2,584 kg",484 L,111 kWh,632 km,4.6 km/kWh,11 kW,11 h,250 kW,0.5 h,Double wishbone,Integral link,Ventilated disc,Ventilated disc,"20 """
https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/pricing,89 kWh,"$408,288
(w/o COE)","$129,910 (Category B COE)","$4,180 /yr","$101,088","$173,482 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/specs,Porsche Taycan Electric 4S 89 kWh (A),Electric Motor,Lithium-ion,Electric,Rear-wheel drive,2-speed (A),300 kW (402 bhp),410 Nm,4.8 s (0-100 km/h),230 km/h,Sports,4,4963 x 1966 x 1379 mm,"2,900 mm","5,850 mm","2,165 kg",407 L,89 kWh,503 km,7.1 km/kWh,11 kW,9 h,270 kW,0.3 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/pricing,4S 89 kWh,"$561,888
(w/o COE)","$129,910 (Category B COE)","$4,806 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/specs,Porsche Taycan Electric 4S 89 kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,2-speed (A),340 kW (456 bhp),695 Nm,3.7 s (0-100 km/h),250 km/h,Sports,4,4963 x 1966 x 1379 mm,"2,900 mm","5,850 mm","2,245 kg",407 L,89 kWh,474 km,5.6 km/kWh,11 kW,9 h,270 kW,0.3 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/pricing,Turbo 105 kWh,"$759,388
(w/o COE)","$129,910 (Category B COE)","$7,621 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/specs,Porsche Taycan Electric 4S 89 kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,2-speed (A),520 kW (697 bhp),890 Nm,2.7 s (0-100 km/h),260 km/h,Sports,4,4962 x 1966 x 1381 mm,"2,900 mm","5,850 mm","2,365 kg",366 L,105 kWh,557 km,5.5 km/kWh,11 kW,11 h,320 kW,0.3 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/pricing,Turbo S 105 kWh,"$916,888
(w/o COE)","$129,910 (Category B COE)","$8,403 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/specs,Porsche Taycan Electric 4S 89 kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,2-speed (A),570 kW (764 bhp),"1,110 Nm",2.4 s (0-100 km/h),260 km/h,Sports,4,4962 x 1966 x 1378 mm,"2,900 mm","5,850 mm","2,295 kg",366 L,105 kWh,558 km,5.6 km/kWh,11 kW,11 h,320 kW,0.3 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/pricing,Turbo GT 105 kW,"$1,036,388
(w/o COE)","$129,910 (Category B COE)","$8,559 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/12714/porsche-taycan-electric/specs,Porsche Taycan Electric 4S 89 kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,2-speed (A),580 kW (778 bhp),"1,240 Nm",2.3 s (0-100 km/h),290 km/h,Sports,4,4968 x 1998 x 1378 mm,"2,900 mm","5,850 mm","2,290 kg",326 L,105 kWh,528 km,4.8 km/kWh,11 kW,11 h,320 kW,0.3 h,Double Wishbone,Multi-Link,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/21804/citroen-e-c4-x-sedan-electric/pricing,Shine Plus 54 kWh,"$74,999
(w/o COE)","$123,890 (Category A COE)","$1,502 /yr","$38,833","$16,366 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21804/citroen-e-c4-x-sedan-electric/specs,Citroen e-C4 X Sedan Electric Shine Plus 54 kWh (A),Electric Motor,Lithium Ion,Electric,Front-wheel drive,Single-speed (A),100 kW (134 bhp),270 Nm,10 s (0-100 km/h),150 km/h,Sedan,5,4600 x 1800 x 1525 mm,"2,670 mm",unknown,"1,584 kg",510 L,54 kWh,436 km,7.1 km/kWh,11 kW,3.2 h,100 kW,0.5 h,Macpherson Independent Suspension,Deformable Cross Member,Disc,Disc,"18 """
https://www.sgcarmart.com/new-cars/info/12739/byd-t3-electric/pricing,44.9 kWh,"$43,800
(w/o COE)","$91,545 (Category C COE)",-,"$23,078","$1,154 (After VES & EEAI rebates)","$15,000 (Rebate)",,https://www.sgcarmart.com/new-cars/info/12739/byd-t3-electric/specs,BYD T3 Electric 44.9 kWh (A),Electric Motor,BYD LFP Blade,Electric,Front-wheel drive,Single-speed (A),100 kW (134 bhp),210 Nm,unknown,100 km/h,Commercial,2,4460 x 1720 x 1875 mm,"2,725 mm","5,750 mm","1,620 kg",3800 L,44.9 kWh,280 km,5.58 km/kWh,6.6 kW,6.8 h,50 kW,1 h,MacPherson Strut,Leaf Spring,Hydraulic Disc,Hydraulic Disc,"16 """
https://www.sgcarmart.com/new-cars/info/21855/lotus-emeya/pricing,600 102kWh,"$373,800
(w/o COE)","$129,910 (Category B COE)","$6,526 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21855/lotus-emeya/specs,Lotus Emeya 600 102kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,Single-speed (A),450 kW (603 bhp),710 Nm,4.15 s (0-100 km/h),250 km/h,Sports,5,5139 x 2005 x 1464 mm,"3,019 mm","5,800 mm","2,490 kg",509 L,102 kWh,610 km,6.1 km/kWh,22 kW,5.5 h,443 kW,0.23 h,Adaptive Air Suspension,Adaptive Air Suspension,Disc,Disc,"20 """
https://www.sgcarmart.com/new-cars/info/21855/lotus-emeya/pricing,600 GT SE 102 kWh,"$413,800
(w/o COE)","$129,910 (Category B COE)","$6,526 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21855/lotus-emeya/specs,Lotus Emeya 600 102kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,Single-speed (A),450 kW (603 bhp),710 Nm,4.15 s (0-100 km/h),250 km/h,Sports,5,5139 x 2005 x 1464 mm,"3,019 mm","5,800 mm","2,490 kg",509 L,102 kWh,610 km,6.1 km/kWh,22 kW,5.5 h,443 kW,0.23 h,Adaptive Air Suspension,Adaptive Air Suspension,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/21855/lotus-emeya/pricing,900 Sport 102 kWh,"$582,700
(w/o COE)","$129,910 (Category B COE)","$10,045 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21855/lotus-emeya/specs,Lotus Emeya 600 102kWh (A),Dual Electric Motor,Lithium-ion,Electric,All-wheel drive,2-speed (A),675 kW (905 bhp),985 Nm,2.78 s (0-100 km/h),256 km/h,Sports,5,5139 x 2005 x 1464 mm,"3,019 mm","5,800 mm","2,590 kg",509 L,102 kWh,485 km,4.85 km/kWh,22 kW,5.5 h,443 kW,0.23 h,Adaptive Air Suspension,Adaptive Air Suspension,Ventilated Disc,Ventilated Disc,"21 """
https://www.sgcarmart.com/new-cars/info/21840/volkswagen-id4-electric/pricing,82 kWh,"$232,900","$129,910 (Category B COE)","$2,147 /yr","$45,579","$28,600 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21840/volkswagen-id4-electric/specs,Volkswagen ID.4 Electric 82 kWh (A),Electric motor,Lithium-ion,Electric,Rear-wheel drive,Single-speed (A),210 kW (282 bhp),545 Nm,6.7 s (0-100 km/h),180 km/h,SUV,5,4584 x 1852 x 1634 mm,"2,771 mm","5,100 mm","2,210 kg",543 L,82 kWh,550 km,4.7 km/kWh,11 kW,7.5 h,135 kW,0.6 h,MacPherson strut,Multi-link,Disc,Drum,"19 """
https://www.sgcarmart.com/new-cars/info/21892/volvo-ec40-electric/pricing,Ultra 70 kWh,"$308,000","$129,910 (Category B COE)","$1,941 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/21892/volvo-ec40-electric/specs,Volvo EC40 Electric Ultra 70 kWh (A),Electric motor,Lithium-ion,Electric,Rear-wheel drive,Single-speed (A),175 kW (235 bhp),420 Nm,7.3 s (0-100 km/h),180 km/h,SUV,5,4440 x 1873 x 1596 mm,"2,702 mm","5,900 mm","1,977 kg",404 L,70 kWh,488 km,5.5 km/kWh,11 kW,7 h,180 kW,0.6 h,MacPherson Strut,Multi-Link,Ventilated Disc,Ventilated Disc,"19 """
https://www.sgcarmart.com/new-cars/info/21888/mini-cooper-3-door-electric/pricing,E 40.7 kWh,"$252,888","$123,890 (Category A COE)","$1,560 /yr","$36,082","$12,515 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21888/mini-cooper-3-door-electric/specs,MINI Cooper 3-Door Electric E 40.7 kWh (A),Electric motor,Lithium-ion,Electric,Front-wheel drive,Single-speed (A),110 kW (148 bhp),290 Nm,8.4 s (0-100 km/h),160 km/h,Sports,4,3858 x 1756 x 1460 mm,"2,526 mm","5,400 mm","1,540 kg",210 - 800 L,40.7 kWh,305 km,6.8 km/kWh,11 kW,4.5 h,75 kW,0.5 h,Unknown,Unknown,Ventilated disc,Disc,"17 """
https://www.sgcarmart.com/new-cars/info/21888/mini-cooper-3-door-electric/pricing,SE 54.2 kWh,"$271,888","$129,910 (Category B COE)","$1,853 /yr","$43,142","$23,970 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/21888/mini-cooper-3-door-electric/specs,MINI Cooper 3-Door Electric E 40.7 kWh (A),Electric motor,Lithium-ion,Electric,Front-wheel drive,Single-speed (A),160 kW (215 bhp),330 Nm,6.7 s (0-100 km/h),170 km/h,Sports,4,3858 x 1756 x 1460 mm,"2,526 mm","5,400 mm","1,605 kg",210 - 800 L,54.2 kWh,402 km,6.6 km/kWh,11 kW,5.25 h,95 kW,0.5 h,Unknown,Unknown,Unknown,Unknown,"18 """
https://www.sgcarmart.com/new-cars/info/22143/audi-s-e-tron-gt-electric/pricing,qu 97 kWh,"$719,999","$129,910 (Category B COE)","$8,732 /yr","$109,637","$200,838 (After VES & EEAI rebates)","$22,500 (Rebate)","$7,500 (Rebate)",https://www.sgcarmart.com/new-cars/info/22143/audi-s-e-tron-gt-electric/specs,Audi S e-tron GT Electric qu 97 kWh (A),Dual Electric Motors,Lithium-ion,Electric,All-wheel drive,2-speed (A),435 kW (583 bhp),740 Nm,3.6 s (0-100 km/h),245 km/h,Sports,5,5004 x 1964 x 1394 mm,"2,900 mm","5,800 mm","2,310 kg",405 L,97 kWh,560 km,5.1 km/kWh,11 kW,11 h,320 kW,0.3 h,Double Wishbone,Double Wishbone,Ventilated Disc,Ventilated Disc,"20 """
https://www.sgcarmart.com/new-cars/info/22167/hongqi-e-hs9-electric/pricing,120 kWh,"$498,888","$129,910 (Category B COE)","$5,228 /yr",-,- (After VES & EEAI rebates),"$22,500 (Rebate)",,https://www.sgcarmart.com/new-cars/info/22167/hongqi-e-hs9-electric/specs,Hongqi E-HS9 Electric 120 kWh (A),Dual Electric Motors,Nickel Manganese Cobalt,Electric,All-wheel drive,Single-speed (A),367 kW (492 bhp),606 Nm,5.5 s (0-100 km/h),200 km/h,SUV,6,5209 x 2010 x 1713 mm,"3,110 mm","6,150 mm","2,636 kg",255 L,120 kWh,570 km,4.6 km/kWh,11 kW,12 h,140 kW,0.8 h,Double Wishbone,Trapezoidal Arm,Ventilated Disc,Ventilated Disc,"21 """
